,Unnamed: 0,Tender ID,tender_externalreference,tender_title,Work Description,Tender Category,Tender Type,Form of Contract,Product Category,Fiscal Year,Is Multi Currency Allowed For BOQ,Two Stage Tender (Y/N),Independent External Monitor,Published Date,PreBid Meeting Date,Tender Validity in Days,NDA Tender (Y/N),Preferential Bidding allowed,Payment Mode,Bid Opening Date,Organisation Chain,Department,location,Pincode,No of Bids Received,Date of Award Contract,Awarded Price (In Rs),Bidder Name,Value Of Tender (In Rs),Tender Stage,is_flood_tender,positive_keywords_dict,negative_keywords_dict,Season,Scheme,Response Type,Flood Response - Subhead,tender_district_externalReference,tender_district_title_description,tender_district_location,BTC_flag,DISTRICT_FINALISED,tender_villages,tender_block,tender_subdistrict,tender_revenueci
3304,28189,2021_PWD_20217_133,CE/DEV/TB/93/2020-21/33,"SOPD_G_20_21_178 Construction of road from RD Road 127D link road from Barkhopa Irrigation Culvert to Tamulpur Goreswar road Kalbari in Baksa district, Assam under SOPD-G for the year 2020-21, Tamulpur LAC","SOPD_G_20_21_178 Construction of road from RD Road 127D link road from Barkhopa Irrigation Culvert to Tamulpur Goreswar road Kalbari in Baksa district, Assam under SOPD-G for the year 2020-21, Tamulpur LAC",Works,Open Tender,Item Rate,Civil Works,2020-2021,No,No,,21-01-2021 18:55,22-01-2021 12:00,180,No,No,Offline,01-02-2021 14:30,Public Works Roads Department,Public Works Roads Department,Tamulpur,781003,3.0,,,,62490000,Financial Bid Opening,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 2, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SOPD,Preparedness Measures,"{'culvert': 2, 'road': 8}",,TAMULPUR,TAMULPUR,False,TAMULPUR,"'GORESWAR', 'KALBARI', 'Kalbari', 'BARKHOPA', 'Barkhopa', 'TAMULPUR', 'Tamulpur'",GORESWAR,Goreswar (Pt),Goreswar (Pt)
3779,33372,2021_ID_21340_1,GDI_TECH_E_TDR_2018_19_164_46,Construction of Gosaidong Flow Irrigation Scheme under,"Head Works,Guide and Afflux bund,brick line and earthen canal,and canal structure",Works,Open Tender,Item Rate,Construction Works,2020-2021,No,No,,19-02-2021 16:45,,180,No,No,Online,11-03-2021 15:00,Irrigation Department||Chief Engineer(Minor Irrigation)-Irrigation Dept||Guwahati Project Circle (Irrigation),Irrigation Department,Tamulpur,781367,1.0,13-Sep-21,INR 35037970.00,"['birkhang boro', 'Dhaneswar Kalita', 'GAJENDRA CHANDRA BORO', 'M/s Praveen Baishya', 'M/S Rang Infrastructure', 'SIda Nanda Das']","3,89,31,078",AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 1, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,,Preparedness Measures,"{'bund': 1, 'canal': 2}",,,TAMULPUR,False,TAMULPUR,,,,
27,359,2016_DoWR_1318_1,Bak/SDRF/2016-17/3,IM for Sub Mehilapra,Immediate measures for Restoration work of Kalpani rive,Works,Open Tender,Works,Civil Works,2016-2017,No,No,,15-12-2016 09:00,,180,No,No,Offline,04-01-2017 14:05,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Sub Mehilapara,781360,5.0,,,,7967277,Financial Bid Opening,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 1, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 1, 'IM': 1, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,SDRF,Immediate Measures,"{'sdrf': 1, 'im': 1, 'immediate': 1}",BAKSA,,,False,BAKSA,'Kalpani',JALAH,Barnagar (Pt),Barnagar (Pt)
28,360,2016_DoWR_1319_1,Bak/SDRF/2016-17/4,IM at Medhipara,IM at medhipara for restorstion works of Golondi river,Works,Open Tender,Works,Civil Works,2016-2017,No,No,,15-12-2016 09:00,,180,No,No,Offline,04-01-2017 14:05,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Medhipara,781360,5.0,,,,8245584,Financial Bid Opening,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 1, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 2, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,SDRF,Immediate Measures,"{'sdrf': 1, 'im': 2}",BAKSA,,,False,BAKSA,,,,
183,737,2017_PWD_1542_3,CE/RIDF-XXII/2/2016-17/5,Baksa/RIDF-XXII/03,Baksa/RIDF-XXII/03 Imp of road from Odalguri Chowk to Ghogapar vill via Dakhin Punia (including 4 nos of HP culvert) under RIDF XXII of NABARD,Works,Open Tender,Item Rate,Civil Works,2016-2017,No,No,,16-01-2017 10:30,,180,No,No,Offline,06-02-2017 11:00,Public Works Roads Department||CE PWD(R) - PWD||Traffic Engineering Cell - PWD,Public Works Roads Department,Baksa,781360,10.0,,,,20000000,Technical Evaluation,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 1, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,RIDF,Preparedness Measures,"{'culvert': 1, 'road': 1}",,BAKSA,BAKSA,False,BAKSA,"'Odalguri', 'Ghogapar', 'ODALGURI'",JALAH,Baganpara (Pt),Baksa
289,1504,2017_DoWR_1920_1,Bak/SDRF/2016-17/5,I.M at Betagaon,Immediate measures to left bank embankment of river Puthimari at Betagaon,Works,Open Tender,Works,Civil Works,2016-2017,No,No,,15-03-2017 18:00,,180,No,No,Offline,24-03-2017 14:05,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Baksa,781360,4.0,,,,8799935,Financial Bid Opening,True,"{'Flood': 0, 'Embankment': 1, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 1, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 1, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SDRF,Immediate Measures,"{'sdrf': 1, 'immediate': 1}",BAKSA,,BAKSA,False,BAKSA,,,,
291,1506,2017_DoWR_1923_1,Bak/SDRF/2016-17/6,I.M from Habibari to Dholkuchi,Immediate measures to R/B embankment of river Puthimari from Habibari to Dholkuchi,Works,Open Tender,Works,Civil Works,2016-2017,No,No,,15-03-2017 18:00,,180,No,No,Offline,24-03-2017 14:05,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Baksa,781360,7.0,,,,10096608,Financial Bid Opening,True,"{'Flood': 0, 'Embankment': 1, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 1, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 1, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SDRF,Immediate Measures,"{'sdrf': 1, 'immediate': 1}",BAKSA,,BAKSA,False,BAKSA,,,,
307,1577,2017_DoWR_1991_1,Bak/SDRF/2016-17/7,Bhutiabasti,Immediate measure to close the avulsion of river Daisam (Bhutiabasti) to clear the silt deposit in its original river course under SDRF,Works,Open Tender,Works,Civil Works,2016-2017,No,No,,24-03-2017 18:00,,180,No,No,Offline,03-04-2017 14:05,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Baska,781360,4.0,,,,18577999,Financial Bid Opening,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 2, 'Inundation': 0, 'Hydrology': 0, 'Silt': 1, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 1, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SDRF,Immediate Measures,"{'sdrf': 2, 'immediate': 1}",BAKSA,,BAKSA,False,BAKSA,,,,
308,1578,2017_DoWR_1993_1,Bak/SDRF/2016-17/8,Biskhuti,Immediate measure for restoration works of Panchnoi river at Biskhuti village under SDRF,Works,Open Tender,Works,Civil Works,2016-2017,No,No,,24-03-2017 18:00,,180,No,No,Offline,03-04-2017 14:05,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Baska,781360,3.0,,,,5890264,Financial Bid Opening,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 2, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 1, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SDRF,Immediate Measures,"{'sdrf': 2, 'immediate': 1}",BAKSA,,BAKSA,False,BAKSA,,,,
309,1579,2017_DoWR_1994_1,Bak/SDRF/2016-17/9,Chubura Chuburi,Immediate measures for restoration works at Chubura Chuburi caused damaged by river Pagla,Works,Open Tender,Works,Civil Works,2016-2017,No,No,,24-03-2017 18:00,,180,No,No,Offline,03-04-2017 14:05,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Baska,781360,2.0,,,,7461675,Financial Bid Opening,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 1, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 1, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SDRF,Immediate Measures,"{'sdrf': 1, 'immediate': 1}",BAKSA,,BAKSA,False,BAKSA,,,,
310,1580,2017_DoWR_1995_1,Bak/SDRF/2016-17/10,Panchnoi,Protection of Panchnoi river at village Sungabodhi under SDRF,Works,Open Tender,Works,Civil Works,2016-2017,No,No,,24-03-2017 18:00,,180,No,No,Offline,03-04-2017 14:05,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Baska,781360,3.0,,,,7683673,Financial Bid Opening,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 2, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SDRF,Immediate Measures,{'sdrf': 2},BAKSA,,BAKSA,False,BAKSA,,,,
311,1581,2017_DoWR_1996_1,Bak/SDRF/2016-17/11,Parbakhuti,Restoration works of Rowta River at Parbakhuti village near Kukurbhuka village,Works,Open Tender,Works,Civil Works,2016-2017,No,No,,24-03-2017 18:00,,180,No,No,Offline,03-04-2017 14:05,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Baska,781360,5.0,,,,7640610,Financial Bid Opening,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 1, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SDRF,Immediate Measures,{'sdrf': 1},BAKSA,,BAKSA,False,BAKSA,,,,
391,1877,2017_DoWR_2244_1,Bak/SDRF/2016-17/8,Biskhutipk1,Immediate measure for restoration works of Panchnoi river at Biskhuti village under SDRF,Works,Open Tender,Works,Civil Works,2017-2018,No,No,,12-05-2017 18:00,,180,No,No,Offline,22-05-2017 14:05,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Baska,781367,2.0,,,,5890264,Financial Bid Opening,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 2, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 1, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,SDRF,Immediate Measures,"{'sdrf': 2, 'immediate': 1}",BAKSA,,BAKSA,False,BAKSA,,,,
392,1878,2017_DoWR_2245_1,Bak/SDRF/2016-17/7,Bhutiabastipk1,Immediate measure to close the avulsion of river Daisam (Bhutiabasti) to clear the silt deposit in its original river course under SDRF,Works,Open Tender,Works,Civil Works,2017-2018,No,No,,12-05-2017 18:00,,180,No,No,Offline,22-05-2017 14:05,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Baska,781367,4.0,,,,18577999,Financial Bid Opening,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 2, 'Inundation': 0, 'Hydrology': 0, 'Silt': 1, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 1, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,SDRF,Immediate Measures,"{'sdrf': 2, 'immediate': 1}",BAKSA,,BAKSA,False,BAKSA,,,,
429,2103,2017_BTCWR_2416_1,Addl.CE/KZ/WR/E- Tender/Acctt/104/1011 Dt.05/06/17,A/E MEASURES TO PROTECT B/B OF RIVER MORA PAGLADIA AT VILLAGE BADULIPARA (PRO-SILTATION MEASURES),A/E MEASURES TO PROTECT B/B OF RIVER MORA PAGLADIA AT VILLAGE BADULIPARA (PRO-SILTATION MEASURES),Works,Open Tender,Item Rate,Civil Works,2017-2018,No,No,,05-06-2017 14:00,,180,No,No,Offline,22-06-2017 15:30,Bodoland Territorial Council-WRD,Bodoland Territorial Council-WRD,"Badulipara Village, Baksa",781333,3.0,30-06-2017 00:00,2469490,SRI KULEN CH BORO,2480000,AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 2, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 2, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,,Preparedness Measures,{'a e': 2},,,BAKSA,True,BAKSA,"'BADULIPARA', 'Badulipara'",BARAMA,Barama Pt,Barama
430,2112,2017_BTCWR_2427_1,"Addl.CE/KZ/WR/E- Tender/Acctt/104/1012, Dt. 5/6/17",Protection of village 1-No Suagpur from the erosion of river Puthimari,Protection of village 1-No Suagpur from the erosion of river Puthimari,Works,Open Tender,Item Rate,Civil Works,2017-2018,No,No,,07-06-2017 09:30,,180,No,No,Offline,22-06-2017 15:30,Bodoland Territorial Council-WRD,Bodoland Territorial Council-WRD,"Suagpur village, Baksa",781364,2.0,31-07-2017 00:00,2186520.74,Mridul Kr Basumatary,2188000,AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 2, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Monsoon,,Preparedness Measures,"{'protection': 2, 'erosion': 2}",,,BAKSA,True,BAKSA,,,,
434,2128,2017_BTCWR_2442_1,Adl.CE/KZ/WR/E- Tender/Acctt/104/1017 Dt.07/06/17,Protection of village Alagjhar (Charanpara) and its adjoining area from the erosion of river Mora Pagladia on its L/B (Ph-II),Protection of village Alagjhar (Charanpara) and its adjoining area from the erosion of river Mora Pagladia on its L/B (Ph-II),Works,Open Tender,Item Rate,Civil Works,2017-2018,No,No,,08-06-2017 10:00,,180,No,No,Offline,24-06-2017 15:30,Bodoland Territorial Council-WRD,Bodoland Territorial Council-WRD,"Charanpara, Barama, Baksa",781346,3.0,,,,5947000,To be Opened,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 2, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Monsoon,,Preparedness Measures,"{'protection': 2, 'erosion': 2}",,,BAKSA,True,BAKSA,"'ALAGJHAR', 'Alagjhar'",BARAMA,Barama Pt,Barama
435,2136,2017_BTCWR_2443_1,Adl.CE/KZ/WR/E- Tender/Acctt/104/1018 Dt.07/06/17,AE measures to protect 13th Km L-B embankment of river Puthimari and repairing of existing protection work under BTC plan for 2016-17,AE measures to protect 13th Km L-B embankment of river Puthimari and repairing of existing protection work under BTC plan for 2016-17,Works,Open Tender,Item Rate,Civil Works,2017-2018,No,No,,08-06-2017 15:00,,180,No,No,Offline,24-06-2017 15:30,Bodoland Territorial Council-WRD,Bodoland Territorial Council-WRD,"Goreswar, Baksa",783166,3.0,30-06-2017 00:00,4439984,SRI MAHENDRA NARZARY,4480000,AOC,True,"{'Flood': 0, 'Embankment': 2, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 2, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Monsoon,,Preparedness Measures,"{'protection': 2, 'embankment': 2, 'ae': 2}",,,BAKSA,True,BAKSA,,,,
438,2151,2017_BTCWR_2464_1,Addl.CE/KZ/WR/E Tender/Acctt/104/1022 Dt.08/06/17,Protection of No- 2 Chiknibari village from the erosion of river,"Collection of boulder, metal and lab. items of CD, LD etc.",Works,Open Tender,Item Rate,Civil Works,2017-2018,No,No,,12-06-2017 10:00,,180,No,No,Offline,27-06-2017 15:30,Bodoland Territorial Council-WRD,Bodoland Territorial Council-WRD,"Chiknibari, Baksa",781376,3.0,12-07-2017 00:00,2969747,BASANTA BASUMATARY,2970000,AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 1, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,,Preparedness Measures,"{'protection': 1, 'erosion': 1}",,,BAKSA,True,BAKSA,,,,
441,2155,2017_BTCWR_2471_1,Addl.CE/KZ/WR/E -Tender/Acctt/104/1026 Dt 08/06/17,Anti erosion measures to Protect Kekarkuchi village from the erosion of river Borollia,"Supply of Geo-bags, WNS. Labour items of Cags and loose dumping ect.",Works,Open Tender,Item Rate,Civil Works,2017-2018,No,No,,12-06-2017 10:00,,180,No,No,Offline,27-06-2017 15:30,Bodoland Territorial Council-WRD,Bodoland Territorial Council-WRD,"Kekarkuchi, Baksa",781367,2.0,12-07-2017 00:00,2489086,Dinesh Lahkar,2499000,AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 2, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,,Preparedness Measures,"{'anti erosion': 1, 'erosion': 2}",,,BAKSA,True,BAKSA,,,,
487,2573,2017_BTCWR_2721_1,Addl.CE/KZ/WR/E Tender/Actt/104/1247 Dt12/7/17,Protection of village Alagjhar (Charanpara) and its adjoining area from the erosion of river Mora Pagladia on its L/B (Ph-II),"E/W in embkt, supply of Geo-Bags, WN sheets, lab. for cage dumping etc.",Works,Open Tender,Item Rate,Civil Works,2017-2018,No,No,,14-07-2017 10:00,,180,No,No,Offline,20-07-2017 15:30,Bodoland Territorial Council-WRD,Bodoland Territorial Council-WRD,"Charanpara, Barama",781346,2.0,01-08-2017 00:00,5887922.76,HARESWAR BARO,5947000,AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 1, 'Relief': 0, 'Erosion': 1, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Monsoon,,Preparedness Measures,"{'protection': 1, 'embkt': 1, 'erosion': 1}",,,BAKSA,True,BAKSA,"'ALAGJHAR', 'Alagjhar'",BARAMA,Barama Pt,Barama
